ссылаться_VERB	refer_NOUN
регистрация_NOUN	registration_NOUN
филиал_NOUN	affiliate_VERB
оглушить_VERB	stun_NOUN
скромно_ADV	humbly_ADV
лодыжок_NOUN	ankle_NOUN
переместить_VERB	displace_VERB
помехи_NOUN	static_ADJ
мошенник_NOUN	fraudster_NOUN
гудок_NOUN	horn_VERB
дура_NOUN	fool_VERB
хан_NOUN	khan_NOUN
процесс_NOUN	process_NOUN
антропоморфный_ADJ	anthropomorphic_ADJ
пьеса_NOUN	play_NOUN
нелюдь_NOUN	inhuman_NOUN
подушка_ADV	cushion_NOUN
украсить_VERB	grace_VERB
перебить_VERB	interrupt_VERB
накаливание_NOUN	filament_NOUN
префект_NOUN	prefect_NOUN
афинянин_NOUN	athenian_NOUN
мох_NOUN	mox_NOUN
заговор_NOUN	conspiracy_NOUN
ежемесячный_ADJ	monthly_ADV
портрет_NOUN	portraiture_NOUN
аванс_NOUN	advance_NOUN
титулярный_ADJ	titular_ADJ
сильно_ADJ	strong_ADJ
равновесие_NOUN	equilibrium_NOUN
обойти_VERB	bypass_NOUN
мультика_NOUN	cartoon_NOUN
супермаркет_NOUN	supermarket_NOUN
перенаправление_NOUN	redirection_NOUN
употребление_NOUN	usage_NOUN
род_NOUN	maternity_NOUN
чак_NOUN	chuck_VERB
трамвай_NOUN	tramway_NOUN
изъятие_NOUN	seizure_NOUN
диаграмма_NOUN	chart_NOUN
плитка_NOUN	tile_NOUN
мазок_NOUN	swab_NOUN
минимизация_NOUN	minimization_NOUN
глобально_ADV	globally_ADV
тнк_NOUN	tnc_NOUN
обеспокоенность_NOUN	concern_VERB
конструктивный_ADJ	constructive_ADJ
месть_NOUN	vengeance_NOUN
рифф_NOUN	riff_NOUN
монополия_NOUN	monopoly_NOUN
замера_NOUN	measurement_NOUN
перифразировать_VERB	rephrase_VERB
подвид_NOUN	subspecy_NOUN
бой_NOUN	fight_NOUN
дезинформация_NOUN	misinformation_NOUN
палестинец_NOUN	palestinian_NOUN
долина_NOUN	valley_NOUN
сыр_NOUN	cheese_NOUN
сорт_NOUN	variety_NOUN
инспектор_NOUN	inspector_NOUN
чёрный_ADJ	black_NOUN
недоумение_NOUN	perplex_VERB
кокс_NOUN	cox_NOUN
недоступность_NOUN	inaccessibility_NOUN
предоставление_NOUN	grant_VERB
поворачивать_VERB	turn_NOUN
приблизительно_ADV	approximate_VERB
верховенство_NOUN	supremacy_NOUN
сантим_NOUN	centime_NOUN
зачастую_ADV	often_ADV
реакция_NOUN	response_NOUN
обнаружение_NOUN	detection_NOUN
обездолить_VERB	disadvantage_VERB
разработать_VERB	design_VERB
миссионер_NOUN	missionary_NOUN
тревожить_VERB	unsettle_VERB
индивидуализм_NOUN	individualism_NOUN
профессор_NOUN	professor_NOUN
насос_NOUN	pump_NOUN
сет_VERB	set_VERB
неудачный_ADJ	unsuccessful_ADJ
наследовать_VERB	inherit_VERB
спасти_VERB	rescue_NOUN
коэффициент_NOUN	coefficient_NOUN
форма_NOUN	shape_NOUN
заем_NOUN	loan_NOUN
означать_VERB	mean_NOUN
планировать_VERB	plan_VERB
привидение_NOUN	ghost_NOUN
понизить_VERB	demote_VERB
высыхать_VERB	dry_NOUN
монастырский_ADJ	monastic_ADJ
вред_NOUN	harm_NOUN
эксклюзивный_ADJ	exclusive_ADJ
магистрат_NOUN	magistrate_NOUN
низменность_NOUN	lowland_NOUN
мастер_NOUN	master_NOUN
образец_NOUN	model_NOUN
амфитеатр_NOUN	amphitheater_NOUN
иммигрант_NOUN	immigrant_ADJ
невидимость_NOUN	invisibility_NOUN
степь_NOUN	steppe_NOUN
касл_NOUN	castle_NOUN
компенсация_NOUN	compensation_NOUN
хроматический_ADJ	chromatic_ADJ
интернационализм_NOUN	internationalism_NOUN
милость_NOUN	mercy_NOUN
стартовый_ADJ	starter_NOUN
креационизм_NOUN	creationism_NOUN
великолепно_ADV	great_ADJ
вечер_NOUN	even_VERB
безопасность_NOUN	security_NOUN
играбельный_ADJ	playable_ADJ
скважина_NOUN	borehole_NOUN
процветать_VERB	flourish_VERB
затухание_NOUN	damp_VERB
ордер_NOUN	warrant_NOUN
желудок_NOUN	stomach_VERB
хакер_NOUN	hacker_NOUN
роль_NOUN	role_NOUN
распить_VERB	crucify_VERB
безнадежно_ADV	hopelessly_ADV
отдельный_ADJ	individual_ADJ
квазар_NOUN	quasar_NOUN
скорбить_VERB	insult_VERB
кастрюля_NOUN	pot_NOUN
хозяйка_NOUN	hostess_NOUN
скипетр_NOUN	scepter_NOUN
перестановка_NOUN	reshuffle_NOUN
трофей_NOUN	trophy_NOUN
восьмерка_NOUN	eight_NOUN
млекопитающее_NOUN	mammal_NOUN
чаяние_NOUN	aspiration_NOUN
исландец_NOUN	icelander_NOUN
бюргер_NOUN	burgher_NOUN
гобелен_NOUN	tapestry_NOUN
разгромить_VERB	trash_VERB
гомосексуальный_ADJ	homosexual_ADJ
представительство_NOUN	representation_NOUN
инструкция_NOUN	instruction_NOUN
юбка_NOUN	skirt_NOUN
воссоздать_VERB	recreate_VERB
спикер_NOUN	speaker_NOUN
участок_NOUN	parcel_NOUN
приветствие_NOUN	greeting_NOUN
хроника_NOUN	chronicle_NOUN
принтер_NOUN	printer_NOUN
лимит_VERB	limit_VERB
перекресток_NOUN	crossroad_NOUN
наследство_NOUN	legacy_NOUN
мучение_NOUN	torment_NOUN
кровопролитие_NOUN	bloodsh_VERB
кукуруза_NOUN	maize_NOUN
монахиня_NOUN	nun_NOUN
диалектология_NOUN	dialectology_NOUN
равнина_NOUN	plain_NOUN
неоклассический_ADJ	neoclassical_ADJ
демократ_NOUN	democrat_NOUN
ожирение_NOUN	obesity_NOUN
промышленник_NOUN	industrialist_NOUN
совесть_NOUN	conscience_NOUN
прерывание_NOUN	interrupt_NOUN
бакс_NOUN	bax_NOUN
делегация_NOUN	delegation_NOUN
конвейер_NOUN	conveyor_NOUN
фабрика_NOUN	factory_NOUN
ждать_VERB	wait_NOUN
символ_NOUN	symbol_NOUN
автобот_NOUN	autobot_NOUN
гангстер_NOUN	gangster_NOUN
консенсус_NOUN	consensual_ADJ
ангар_NOUN	hangar_NOUN
допустимый_ADJ	tolerate_VERB
гроза_NOUN	thunderstorm_NOUN
всадник_NOUN	horseman_NOUN
сант_NOUN	san_ADJ
коллегия_NOUN	collegium_NOUN
экология_NOUN	ecology_NOUN
цветы_NOUN	flower_NOUN
гелиоцентрический_ADJ	heliocentric_ADJ
барабанщик_NOUN	drummer_NOUN
искусство_NOUN	art_NOUN
сомнительно_ADJ	dubious_ADJ
зал_NOUN	hall_NOUN
сомневаться_VERB	doubt_VERB
заблуждение_NOUN	mislead_VERB
ошибочно_ADV	mistakenly_ADV
алгоритм_NOUN	algorithm_NOUN
мораль_NOUN	moral_NOUN
мужественно_ADV	courageously_ADV
держать_VERB	detain_VERB
упор_NOUN	emphasis_NOUN
коротко_ADV	briefly_ADV
золото_NOUN	gold_NOUN
исследовать_VERB	research_VERB
деление_NOUN	subdivision_NOUN
активизация_NOUN	energize_VERB
покаяние_NOUN	penitence_NOUN
вскармливание_NOUN	breastfeed_VERB
килобайт_NOUN	kilobyte_NOUN
сбор_NOUN	gather_VERB
карикатура_NOUN	caricature_NOUN
заманить_VERB	lure_NOUN
уведомление_NOUN	notice_NOUN
интервал_NOUN	interval_NOUN
сторож_NOUN	watchman_NOUN
вступить_VERB	enter_VERB
рана_NOUN	wound_NOUN
полукруг_NOUN	semicircle_NOUN
боец_NOUN	fighter_NOUN
конец_NOUN	end_VERB
датчик_NOUN	sensor_NOUN
сквайр_NOUN	squire_NOUN
шар_NOUN	charm_NOUN
обязывать_VERB	oblige_NOUN
богатство_NOUN	richness_NOUN
капитализация_NOUN	capitalization_NOUN
стыдно_ADV	shameful_ADJ
отметить_VERB	mark_VERB
разблокировать_VERB	unlock_VERB
стать_VERB	steel_NOUN
фильм_NOUN	film_NOUN
переход_NOUN	crossing_NOUN
голень_NOUN	shank_NOUN
колумбарий_NOUN	columbarium_NOUN
набережная_NOUN	waterfront_NOUN
поспешно_ADV	hastily_ADV
масштаб_NOUN	magnitude_NOUN
процент_NOUN	percentage_NOUN
филармония_NOUN	philharmonic_ADJ
спокойствие_NOUN	calmness_NOUN
перенос_NOUN	transference_NOUN
ноготь_NOUN	toenail_NOUN
председатель_NOUN	chair_NOUN
меньший_ADJ	smaller_ADJ
беспрецедентный_ADJ	unparalleled_ADJ
иронично_ADV	ironic_ADJ
замужем_ADV	marry_VERB
унция_NOUN	ounce_NOUN
умирать_VERB	dy_NOUN
достойный_ADJ	decent_ADJ
локомотив_NOUN	locomotive_NOUN
спектр_NOUN	spectre_NOUN
распределять_VERB	distribute_VERB
повтор_NOUN	rerun_NOUN
последовательность_NOUN	sequence_NOUN
гея_NOUN	gay_NOUN
ледокольный_ADJ	icebreak_VERB
перегородка_NOUN	septum_NOUN
изоформа_NOUN	isoform_NOUN
умереть_VERB	death_NOUN
жилет_NOUN	vest_VERB
деликатно_ADV	delicately_ADV
изолировать_VERB	insulate_VERB
терминал_NOUN	terminal_ADJ
распространение_NOUN	diffusion_NOUN
тр_NOUN	tre_NOUN
роуд_NOUN	road_NOUN
электронный_ADJ	electronic_ADJ
утонуть_VERB	drown_VERB
хозяйка_NOUN	mistress_NOUN
гусеничный_ADJ	track_VERB
радиальный_ADJ	radial_ADJ
торос_NOUN	toro_NOUN
разблокировать_VERB	unblock_VERB
топить_VERB	flood_VERB
пакет_NOUN	packet_NOUN
нанять_VERB	hire_VERB
решительно_ADV	strongly_ADV
знакомство_NOUN	acquaintance_NOUN
отчуждение_NOUN	estrangement_NOUN
специализировать_ADJ	specialise_VERB
гематология_NOUN	hematology_NOUN
полезный_ADJ	helpful_ADJ
нарушение_NOUN	infringement_NOUN
инженерия_NOUN	engineer_NOUN
ощущение_NOUN	sensation_NOUN
база_NOUN	base_NOUN
злонамеренно_ADV	maliciously_ADV
евангелие_NOUN	gospel_NOUN
привлекательно_ADV	attractive_ADJ
округ_NOUN	district_NOUN
натурализация_NOUN	naturalisation_NOUN
продовольственный_ADJ	ware_NOUN
громкий_ADJ	loud_ADJ
наибольший_ADJ	largest_ADJ
токсичность_NOUN	toxicity_NOUN
стальной_ADJ	steel_NOUN
оригинально_ADV	original_ADJ
миниатюра_NOUN	thumbnail_NOUN
мрак_NOUN	darkness_NOUN
поддельный_ADJ	forge_VERB
расположение_NOUN	location_NOUN
остроумие_NOUN	wit_NOUN
кодекс_NOUN	code_NOUN
меткость_NOUN	marksmanship_NOUN
свадьба_NOUN	wedding_NOUN
субсидия_NOUN	grant_NOUN
естественный_ADV	naturally_ADV
часто_ADV	frequently_ADV
фермер_NOUN	farmer_NOUN
кубок_NOUN	cup_VERB
толпа_NOUN	crowd_NOUN
формулировка_NOUN	phrase_VERB
лотерея_NOUN	lottery_NOUN
цилиндрический_ADJ	cylindrical_ADJ
замедлять_VERB	slow_NOUN
адсорбция_NOUN	adsorption_NOUN
динар_NOUN	dinar_NOUN
взрослый_NOUN	adult_ADJ
шторм_NOUN	storm_NOUN
нерв_ADJ	nerve_NOUN
дельфийский_ADJ	delphic_ADJ
кошмар_NOUN	nightmare_NOUN
клей_NOUN	adhesive_NOUN
значимый_ADJ	meaningful_ADJ
десна_ADJ	gum_NOUN
начальный_ADJ	primary_ADJ
деревня_NOUN	village_NOUN
самообладание_NOUN	composure_NOUN
горох_NOUN	pea_NOUN
команда_NOUN	command_NOUN
товарищество_NOUN	camaraderie_NOUN
подписка_NOUN	subscription_NOUN
ревизор_NOUN	auditor_NOUN
розыгрыш_NOUN	prank_VERB
розничный_ADJ	retailer_NOUN
склад_NOUN	warehouse_VERB
обязанность_NOUN	duty_NOUN
внедорожник_NOUN	suv_NOUN
обезьяна_NOUN	ape_NOUN
автономия_NOUN	autonomy_NOUN
музыка_NOUN	music_NOUN
парализовать_VERB	paralyze_VERB
трансперсональный_ADJ	transpersonal_ADJ
фотография_NOUN	photo_NOUN
держать_VERB	keep_NOUN
непрерывно_ADV	continuous_ADJ
печенье_NOUN	biscuit_NOUN
обучение_NOUN	teach_VERB
банкир_NOUN	banker_NOUN
изящно_ADV	gracefully_ADV
каноэ_NOUN	canoe_VERB
библейский_ADJ	biblical_ADJ
ласточка_NOUN	swallow_NOUN
сдать_VERB	surrender_NOUN
освобождение_NOUN	release_NOUN
смешивание_NOUN	blend_VERB
геометрический_ADJ	geometrical_ADJ
дверь_NOUN	door_NOUN
иностранный_ADJ	foreign_ADJ
стрела_NOUN	arrow_NOUN
аплодисменты_NOUN	cheer_VERB
колумбийский_ADJ	colombian_ADJ
прибор_NOUN	appliance_NOUN
радикально_ADV	radical_ADJ
отвлекать_VERB	distract_VERB
пресечение_NOUN	interdiction_NOUN
политизация_NOUN	politicization_NOUN
купить_VERB	purchase_VERB
лысый_ADJ	bald_NOUN
беспристрастность_NOUN	impartiality_NOUN
сетка_NOUN	grid_NOUN
феминистка_NOUN	feminist_NOUN
кристаллизация_NOUN	crystallization_NOUN
безупречный_ADJ	impeccable_ADJ
принц_NOUN	prince_NOUN
умереть_VERB	dy_NOUN
вероятность_NOUN	probability_NOUN
огонь_NOUN	light_NOUN
лишний_ADJ	superfluous_ADJ
причина_NOUN	cause_VERB
посадка_NOUN	land_VERB
обвинять_NOUN	defendant_NOUN
частично_ADV	partial_ADJ
резко_ADV	drastically_ADV
прийти_VERB	come_VERB
сионизм_NOUN	zionism_NOUN
связать_VERB	bind_VERB
ряд_NOUN	row_NOUN
пневматический_ADJ	pneumatic_ADJ
поручение_NOUN	errand_NOUN
груз_NOUN	good_NOUN
рекомендация_NOUN	recommendation_NOUN
заставка_NOUN	headpiece_NOUN
сила_NOUN	force_NOUN
зажим_NOUN	clamp_NOUN
снять_VERB	cut_VERB
оживление_NOUN	revitalize_VERB
этимология_NOUN	etymology_NOUN
приличный_ADJ	decent_ADJ
подозрительно_ADV	suspicious_ADJ
пылать_NOUN	blaze_VERB
тренинг_NOUN	training_NOUN
здоровый_ADJ	healthy_ADJ
поход_NOUN	hike_VERB
арахис_NOUN	peanut_NOUN
кровать_NOUN	bed_NOUN
трагически_ADV	tragically_ADV
губка_NOUN	lip_NOUN
лицензия_NOUN	license_NOUN
либерализация_NOUN	liberalization_NOUN
меньшинство_NOUN	minority_NOUN
ампула_NOUN	vial_NOUN
прилагать_VERB	enclose_VERB
вступить_VERB	join_VERB
извлечь_VERB	extract_VERB
фельетон_NOUN	lampoon_NOUN
издержка_NOUN	cost_NOUN
финансировать_NOUN	fund_VERB
процветание_NOUN	prosperity_NOUN
паранормальный_ADJ	paranormal_ADJ
склонный_ADJ	incline_VERB
опыт_NOUN	experience_NOUN
прощать_VERB	forgive_VERB
мелодие_NOUN	melody_NOUN
новичок_NOUN	pledge_NOUN
трапециевидный_ADJ	trapezoidal_ADJ
составитель_NOUN	preparer_NOUN
тысячелетие_NOUN	millennium_NOUN
камень_NOUN	rock_NOUN
уверенность_NOUN	confidence_NOUN
необоснованно_ADV	unreasonably_ADV
сборка_NOUN	assemble_VERB
сеть_NOUN	network_NOUN
знак_NOUN	sign_NOUN
мсп_NOUN	sme_NOUN
литургический_ADJ	liturgical_ADJ
вариация_NOUN	variation_NOUN
лош_NOUN	loch_NOUN
настройка_NOUN	setting_NOUN
насильственно_ADV	violently_ADV
рубашка_NOUN	shirt_NOUN
спектр_NOUN	specter_NOUN
телевизор_NOUN	television_NOUN
год_NOUN	year_NOUN
чрезвычайно_ADV	extremely_ADV
парашют_NOUN	chute_NOUN
раздражать_VERB	annoy_VERB
пляж_NOUN	beach_NOUN
примечание_NOUN	note_VERB
пигментация_NOUN	pigmentation_NOUN
фигура_NOUN	figure_NOUN
германский_ADJ	germanic_ADJ
овраг_NOUN	ravine_NOUN
лидер_NOUN	leader_NOUN
гражданин_NOUN	citizen_NOUN
труп_NOUN	corpse_NOUN
промышленно_ADV	industrialize_VERB
квадратура_NOUN	quadrature_NOUN
птерозавр_NOUN	pterosaur_NOUN
обманывать_VERB	deceive_VERB
престижный_ADJ	prestigious_ADJ
афоризм_NOUN	aphorism_NOUN
уэллс_NOUN	well_NOUN
чередоваться_VERB	alternate_VERB
полоса_NOUN	band_NOUN
астероид_NOUN	asteroid_NOUN
посредник_NOUN	intermediary_NOUN
обратно_ADV	back_ADV
приемлемость_NOUN	acceptability_NOUN
характеристика_NOUN	characteristic_NOUN
товарищ_NOUN	comrade_NOUN
дружеский_ADJ	friendly_ADJ
сфера_NOUN	sphere_NOUN
конфисковывать_VERB	confiscate_VERB
мамочка_NOUN	mom_NOUN
заболевание_NOUN	disease_NOUN
приемлемый_ADJ	admissible_ADJ
смелость_NOUN	courage_NOUN
допрос_NOUN	question_VERB
реклама_NOUN	ad_NOUN
силуэт_NOUN	silhouette_NOUN
отвечать_VERB	answer_NOUN
мантия_NOUN	mantle_NOUN
законопроект_NOUN	bill_NOUN
перспектива_NOUN	perspective_NOUN
полномочие_NOUN	authority_NOUN
мысленно_ADV	mentally_ADV
ходить_VERB	walk_NOUN
резистор_NOUN	resistor_NOUN
вывод_NOUN	finding_NOUN
капиталистический_ADJ	capitalist_NOUN
кредит_NOUN	loan_NOUN
эритроцит_NOUN	erythrocyte_NOUN
реинкарнация_NOUN	reincarnation_NOUN
вернуться_VERB	turn_VERB
выпить_VERB	drink_VERB
помолвить_VERB	engage_VERB
вакцинация_NOUN	vaccination_NOUN
мотоциклист_NOUN	motorcyclist_NOUN
минарет_NOUN	minaret_NOUN
специфика_NOUN	specificity_NOUN
резкость_NOUN	sharpness_NOUN
рапсодие_NOUN	rhapsody_NOUN
расхождение_NOUN	difference_NOUN
нож_NOUN	knife_NOUN
адрес_NOUN	address_NOUN
прелесть_NOUN	adorable_ADJ
воздухоплавание_NOUN	balloon_VERB
подсознательно_ADV	subconsciously_ADV
яичник_NOUN	ovary_NOUN
озеро_NOUN	lake_VERB
благосостояние_NOUN	prosperity_NOUN
возбуждение_NOUN	excitement_NOUN
акция_NOUN	action_NOUN
приглашение_NOUN	invitation_NOUN
участие_NOUN	involvement_NOUN
торговый_ADJ	merchant_NOUN
фильтрация_NOUN	filter_VERB
океан_NOUN	ocean_NOUN
бедствие_NOUN	distress_NOUN
толкать_VERB	push_NOUN
мегапиксель_NOUN	megapixel_NOUN
тренировать_VERB	practice_VERB
серьезный_ADJ	serious_ADJ
инфраструктура_NOUN	infrastructure_NOUN
историк_NOUN	historian_NOUN
долголетие_NOUN	longevity_NOUN
маскировка_NOUN	cloak_VERB
издание_NOUN	edition_NOUN
угол_NOUN	corner_NOUN
стабильность_NOUN	stability_NOUN
типографский_ADJ	typographical_ADJ
изобретение_NOUN	invention_NOUN
рецензент_NOUN	reviewer_NOUN
разъяснение_NOUN	clarification_NOUN
бизнес_NOUN	business_NOUN
окружение_NOUN	surrounding_NOUN
крик_NOUN	shout_VERB
собирать_VERB	gather_NOUN
присяжный_ADJ	jury_NOUN
замок_NOUN	lock_VERB
отвратительно_ADV	revolt_VERB
замена_NOUN	replacement_NOUN
обновление_NOUN	update_VERB
трусость_NOUN	cowardice_NOUN
саммер_NOUN	summer_NOUN
сказка_NOUN	tale_NOUN
клятва_NOUN	vow_NOUN
презентация_NOUN	presentation_NOUN
упряжка_NOUN	sled_NOUN
иск_NOUN	sue_VERB
емкость_NOUN	capacity_NOUN
история_NOUN	history_NOUN
изучать_VERB	study_VERB
аннексия_NOUN	annexation_NOUN
значительно_ADV	significantly_ADV
перенаправление_NOUN	redirect_VERB
волшебник_NOUN	wizard_NOUN
доброволец_NOUN	volunteer_NOUN
метрический_ADJ	metric_ADJ
контракт_NOUN	contract_VERB
вечерня_NOUN	vesper_NOUN
неформальный_ADJ	informal_ADJ
монолог_NOUN	monologue_NOUN
граффити_NOUN	graffiti_NOUN
квалификация_NOUN	qualification_NOUN
догматический_ADJ	dogmatic_ADJ
выслать_VERB	expel_VERB
обязываться_VERB	undertake_NOUN
медресе_NOUN	madrasa_NOUN
завершение_NOUN	completion_NOUN
трение_NOUN	friction_NOUN
атрибут_NOUN	attribute_NOUN
этруск_NOUN	etruscan_NOUN
снять_VERB	film_VERB
правосудие_NOUN	justice_NOUN
немного_ADV	slightly_ADV
коллектив_NOUN	collective_ADJ
закуска_NOUN	snack_NOUN
батарейка_NOUN	battery_NOUN
избиение_NOUN	beating_NOUN
помехи_NOUN	interference_NOUN
отслеживание_NOUN	track_VERB
апельсин_NOUN	orange_NOUN
предубеждение_NOUN	preconception_NOUN
экземпляр_NOUN	copy_NOUN
неуважение_NOUN	disrespectful_ADJ
судьба_NOUN	destiny_NOUN
подшипник_NOUN	bearing_NOUN
недоброжелатель_NOUN	detractor_NOUN
подзаголовка_NOUN	subtitle_NOUN
расследование_NOUN	investigation_NOUN
неизбежно_ADV	inevitably_ADV
применимость_NOUN	applicability_NOUN
аннулирование_NOUN	revocation_NOUN
психиатрия_NOUN	psychiatry_NOUN
обострение_NOUN	worsen_VERB
парень_NOUN	boyfriend_NOUN
рот_NOUN	company_NOUN
полицейский_NOUN	police_NOUN
люкс_NOUN	luxury_NOUN
заверение_NOUN	assurance_NOUN
выдержка_NOUN	extract_NOUN
игнорировать_VERB	disregard_VERB
питомец_NOUN	pet_NOUN
счастливо_ADV	happily_ADV
экспонент_NOUN	exponent_ADJ
законно_ADV	legally_ADV
спор_NOUN	dispute_NOUN
надежный_ADJ	reliable_ADJ
единство_NOUN	unity_NOUN
водный_ADJ	aquatic_ADJ
пролетариат_NOUN	proletariat_NOUN
замок_NOUN	castle_NOUN
воздействие_NOUN	exposure_NOUN
интеллектуальный_ADJ	intellectual_ADJ
филиал_NOUN	affiliate_NOUN
ризница_NOUN	vestry_NOUN
пространственно_ADV	spatially_ADV
патология_NOUN	pathology_NOUN
переходить_VERB	turn_VERB
различие_NOUN	distinction_NOUN
экстремист_NOUN	extremist_NOUN
расторжение_NOUN	avoidance_NOUN
клика_NOUN	click_NOUN
оценка_NOUN	rating_NOUN
условие_NOUN	condition_NOUN
добросовестно_ADV	conscientiously_ADV
невольно_ADV	involuntarily_ADV
корректив_NOUN	adjustment_NOUN
мак_NOUN	mac_NOUN
мужик_NOUN	man_NOUN
производство_NOUN	manufacture_VERB
портфолио_NOUN	portfolio_NOUN
аренда_NOUN	lease_NOUN
безумно_ADV	crazy_NOUN
коп_NOUN	cpc_NOUN
соус_NOUN	sauce_NOUN
отмена_NOUN	cancellation_NOUN
переработать_VERB	redesign_VERB
нить_NOUN	floss_NOUN
страхование_NOUN	insurance_NOUN
роща_NOUN	grove_NOUN
режиссер_NOUN	director_NOUN
приговор_NOUN	sentence_VERB
дерево_NOUN	wood_NOUN
вещество_NOUN	substance_NOUN
тренировка_NOUN	workout_NOUN
разрез_VERB	incision_NOUN
разоружение_NOUN	disarmament_NOUN
гарден_NOUN	garden_NOUN
толкатель_NOUN	pushrod_NOUN
вслух_ADV	aloud_ADV
дымоход_NOUN	chimney_NOUN
полумесяц_NOUN	crescent_ADJ
танк_NOUN	tank_NOUN
биологический_ADJ	biologic_ADJ
исчерпывающе_ADV	exhaustively_ADV
палочка_NOUN	stick_NOUN
репутация_NOUN	reputation_NOUN
отвращение_NOUN	revulsion_NOUN
либертарианец_NOUN	libertarian_NOUN
опера_NOUN	opera_NOUN
разумный_ADJ	sensible_ADJ
сезонный_ADJ	seasonally_ADV
опылитель_NOUN	pollinator_NOUN
признак_NOUN	sign_NOUN
минута_NOUN	minute_VERB
кот_NOUN	cat_NOUN
мост_NOUN	bridge_NOUN
решетка_NOUN	grate_VERB
мрт_NOUN	mri_NOUN
очаровательный_ADJ	char_VERB
глубоко_ADV	deeply_ADV
воскресить_VERB	resurrect_VERB
одновременно_ADV	simultaneously_ADV
подражать_VERB	mimick_VERB
гвоздь_NOUN	nail_NOUN
постель_NOUN	bed_NOUN
примечательно_ADV	remarkably_ADV
спорный_ADJ	dispute_VERB
контрреволюция_NOUN	counterrevolution_NOUN
переориентация_NOUN	reposition_VERB
скать_NOUN	rock_VERB
дважды_ADV	twice_ADV
сказать_NOUN	say_VERB
боксировать_VERB	box_VERB
бровь_NOUN	brow_NOUN
веселый_ADJ	jolly_ADV
посев_NOUN	crop_NOUN
ковенантер_NOUN	covenanter_NOUN
запад_NOUN	west_ADJ
ветка_NOUN	branch_NOUN
гетеросексуал_NOUN	heterosexual_NOUN
плод_NOUN	fetal_ADJ
свинина_NOUN	pork_NOUN
больной_ADJ	ill_ADJ
верный_ADJ	loyal_ADJ
ревель_NOUN	revel_NOUN
рен_NOUN	wren_NOUN
шлюз_NOUN	floodgate_NOUN
восстановление_NOUN	reinstatement_NOUN
презрение_NOUN	contempt_NOUN
похищение_NOUN	kidnapping_NOUN
первоначальный_ADJ	original_ADJ
бывать_NOUN	bal_ADJ
никуда_ADV	nowhere_ADV
переводить_VERB	translate_VERB
хаос_NOUN	chao_NOUN
дегенерация_NOUN	degeneration_NOUN
двигатель_NOUN	engine_VERB
распад_NOUN	dissolution_NOUN
подпространство_NOUN	subspace_NOUN
акробат_NOUN	acrobat_NOUN
шрам_NOUN	scar_VERB
покраснение_NOUN	redness_NOUN
воскрешение_NOUN	resurrection_NOUN
узурпировать_VERB	usurp_VERB
трагедия_NOUN	tragedy_NOUN
симпатия_NOUN	sympathy_NOUN
малыш_NOUN	toddler_NOUN
фотография_NOUN	photography_NOUN
возмещение_NOUN	refund_VERB
надеяться_VERB	hope_VERB
эра_NOUN	era_NOUN
сложно_ADJ	difficult_ADJ
контраст_NOUN	contrast_NOUN
шип_NOUN	spike_NOUN
отказ_NOUN	rejection_NOUN
яд_NOUN	poison_NOUN
антагонизм_NOUN	antagonism_NOUN
баллада_NOUN	ballad_NOUN
ишемический_ADJ	ischemic_ADJ
рампа_NOUN	ramp_VERB
сумасшедший_ADJ	madman_NOUN
экосистема_NOUN	ecosystem_NOUN
частотность_NOUN	frequency_NOUN
площадка_NOUN	venue_NOUN
награда_NOUN	reward_NOUN
часто_ADV	often_ADV
мельница_NOUN	windmill_NOUN
резервный_ADJ	backup_VERB
открытие_NOUN	discovery_NOUN
запах_NOUN	smell_NOUN
ребро_NOUN	rib_NOUN
кровля_NOUN	roof_VERB
плакать_NOUN	weep_VERB
диссидент_NOUN	dissident_NOUN
оформление_NOUN	decoration_NOUN
ликвидация_NOUN	liquidation_NOUN
компетенция_NOUN	competence_NOUN
пластмасса_NOUN	plastic_NOUN
рассмотрение_NOUN	consideration_NOUN
самостоятельность_NOUN	autonomy_NOUN
тако_ADV	taco_NOUN
профи_NOUN	pro_NOUN
шифрование_NOUN	encryption_NOUN
манипуляция_NOUN	manipulation_NOUN
прерывать_VERB	interrupt_NOUN
бутик_NOUN	boutique_NOUN
палеонтология_NOUN	paleontology_NOUN
угнать_VERB	hijack_VERB
красавица_NOUN	beautiful_ADJ
указать_VERB	specify_VERB
дурак_NOUN	fool_NOUN
сигарета_NOUN	cigarette_NOUN
певец_NOUN	singer_NOUN
сперма_NOUN	sperm_NOUN
бекас_NOUN	snipe_NOUN
гореть_VERB	burn_VERB
панка_NOUN	punk_NOUN
министерство_NOUN	ministry_NOUN
мостик_NOUN	bridge_NOUN
механизировать_VERB	mechanize_VERB
доказательство_NOUN	proof_NOUN
чайник_NOUN	dummy_NOUN
спр_NOUN	spm_NOUN
финал_NOUN	final_NOUN
предисловие_NOUN	preface_NOUN
кёрлинг_NOUN	curl_VERB
мандат_NOUN	mandate_NOUN
реставратор_NOUN	restorer_NOUN
защита_NOUN	defence_NOUN
повстанец_NOUN	insurgent_NOUN
вдова_NOUN	widow_VERB
разгон_NOUN	disperse_VERB
петь_VERB	sing_NOUN
отверстие_NOUN	hole_NOUN
десантник_NOUN	paratrooper_NOUN
курица_NOUN	chicken_NOUN
раунд_NOUN	round_NOUN
